rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
14,32,80,0.08,1326.4477866857114,-11.570147554285903,17,70.58823529411765
14,32,65,0.08,1325.935874805448,-11.604275012970133,39,66.66666666666666
10,24,65,0.1,1325.2964705765842,-11.646901961561051,37,59.45945945945946
10,24,65,0.12,1325.2964705765842,-11.646901961561051,37,59.45945945945946
10,32,65,0.05,1325.0138633769454,-11.665742441536974,59,57.6271186440678
21,32,55,0.08,1324.7542408337463,-11.683050611083578,26,61.53846153846154
14,32,65,0.05,1324.3238465939694,-11.711743560402043,42,69.04761904761905
10,26,80,0.05,1323.8040919725343,-11.746393868497718,28,64.28571428571429
21,32,50,0.05,1322.765305598667,-11.8156462934222,30,63.33333333333333
10,26,70,0.08,1322.5917396157715,-11.82721735894856,39,64.1025641025641
21,32,55,0.05,1322.5458501453875,-11.83027665697417,28,64.28571428571429
10,26,80,0.12,1321.069210786299,-11.928719280913402,24,66.66666666666666
10,26,80,0.08,1320.9608861402617,-11.935940923982557,26,69.23076923076923
10,22,50,0.05,1320.872676825385,-11.94182154497433,33,60.60606060606061
10,24,75,0.1,1320.0403549373339,-11.997309670844414,26,57.692307692307686
10,24,75,0.12,1320.0403549373339,-11.997309670844414,26,57.692307692307686
10,24,50,0.1,1318.8345138088696,-12.0776990794087,43,62.7906976744186
10,24,50,0.12,1318.8345138088696,-12.0776990794087,43,62.7906976744186
14,30,50,0.1,1318.2249859381188,-12.118334270792076,43,65.11627906976744
14,30,50,0.12,1318.2249859381188,-12.118334270792076,43,65.11627906976744
10,20,65,0.08,1317.8631112450896,-12.142459250327365,25,64.0
14,34,65,0.1,1317.7825237645313,-12.147831749031246,42,64.28571428571429
14,34,65,0.12,1317.7825237645313,-12.147831749031246,42,64.28571428571429
14,28,65,0.08,1317.6812076701972,-12.15458615532019,28,60.71428571428571
14,28,50,0.08,1317.2303035896114,-12.184646427359247,34,64.70588235294117
10,24,65,0.05,1317.0501333570155,-12.196657776198972,39,61.53846153846154
14,30,75,0.12,1316.8555016916139,-12.20963322055908,20,65.0
21,32,50,0.08,1316.6078493990158,-12.226143373398946,29,62.06896551724138
